0.017892202	0.005603965	0.015770678
0.271856705	0.21500062	0.60505473
0.521079361	0.263648662	0.741960046
1	0.355340781	1
2	0.348066142	0.979527711
3	0.253875101	0.714455291
5	0.348668719	0.981223483
7	0.189255227	0.532602046
10	0.18330862	0.515867105
14	0.100928087	0.284031814
