0	0.00E+00	0.00E+00
1	29.7382199	1.00E+00
3	20.38394415	6.85E-01
5	15.63699825	5.26E-01
7	10.95986038	3.69E-01
10	3.979057592	1.34E-01
14	0.628272251	2.11E-02
